id,strategy_name,symbol,start_date,end_date,initial_capital,final_capital,total_return,annual_return,sharpe_ratio,max_drawdown,win_rate,total_trades,winning_trades,losing_trades,avg_win,avg_loss,profit_factor
309,macd-golden-cross-v1,601166,2023-01-01,2023-12-31,1000000,1000000,-0.07521199999999942,-0.07819518933865433,-0.43847847417777086,-0.19067292595118335,0.1111111111111111,9,0,0,0,0,0.08389467238211906
331,macd-golden-cross-v1,601166,2024-01-01,2024-06-30,1000000,1000000,0.20469,0.4934578339666096,3.862210621487483,-0.04144034674883117,1,2,0,0,0,0,0
344,macd-golden-cross-v1,601166,2024-07-01,2024-12-31,1000000,1000000,0.16045299999999976,0.3498613174967904,1.47726869247467,-0.06989867678988408,0.4,5,0,0,0,0,3.833701182538371
316,macd-golden-cross-v1,601288,2023-01-01,2023-12-31,1000000,1000000,0.10026,0.10461263685816569,0.726091586591515,-0.19427966783487366,0.2,10,0,0,0,0,1.6240119499595445
337,macd-golden-cross-v1,601288,2024-01-01,2024-06-30,1000000,1000000,0.12142,0.2799507396581138,1.9945288940092674,-0.04148434797272043,0.3333333333333333,6,0,0,0,0,4.571920308751416
348,macd-golden-cross-v1,601288,2024-07-01,2024-12-31,1000000,1000000,0.09813900000000023,0.20771691314390517,1.0947151684736285,-0.11361987300371285,0.5,4,0,0,0,0,0.8335843373493994
317,macd-golden-cross-v1,601318,2023-01-01,2023-12-31,1000000,1000000,-0.003112,-0.0032403864715697672,0.08370072708376226,-0.1964734792903705,0.3333333333333333,9,0,0,0,0,0.8019975427794617
328,macd-golden-cross-v1,601318,2024-01-01,2024-06-30,1000000,1000000,0.188009,0.4492729597188825,2.628719608691144,-0.04034789548595348,1,2,0,0,0,0,0
345,macd-golden-cross-v1,601318,2024-07-01,2024-12-31,1000000,1000000,0.201201,0.4471222503860024,1.353587863612401,-0.11558561848580609,0.4,5,0,0,0,0,3.962298783789136
325,macd-golden-cross-v1,688981,2023-01-01,2023-12-31,1000000,1000000,0.236219,0.2470992263271199,0.9940265286902135,-0.14393942744102609,0.5555555555555556,9,0,0,0,0,2.739949323080096
